ACFT_ID,Profile_ID,Stage Length,Step Number,Step Type,Thrust Rating,Flap_ID,End Point Altitude (ft),Rate Of Climb (ft/min),End Point CAS (kt),Accel Percentage (%)
747400RN,ICAO_A,M,3,Climb,MaxClimb,T_10U,3000,,,
747400RN,ICAO_A,M,4,Accelerate,MaxClimb,T_05U,,437.1,226.7,55
747400RN,ICAO_A,M,5,Accelerate,MaxClimb,T_01U,,486.6,244.8,55
747400RN,ICAO_A,M,6,Accelerate,MaxClimb,T_01U,,524.2,255.0,55
747400RN,ICAO_A,M,7,Climb,MaxClimb,T_01U,4693,,,
747400RN,ICAO_A,M,8,Accelerate,MaxClimb,T_01U,,648.4,283.5,60
747400RN,ICAO_A,M,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_A,M,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,1,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,1,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,1,3,Accelerate,MaxTakeoff,T_10U,,1338.1,184.0,55
747400RN,ICAO_B,1,4,Climb,MaxTakeoff,T_10U,2897,,,
747400RN,ICAO_B,1,5,Accelerate,MaxClimb,T_05U,,948.2,204.0,55
747400RN,ICAO_B,1,6,Accelerate,MaxClimb,T_01U,,1044.2,243.0,55
747400RN,ICAO_B,1,7,Climb,MaxClimb,T_01U,4519,,,
747400RN,ICAO_B,1,8,Climb,MaxClimb,T_00U,5267,,,
747400RN,ICAO_B,1,9,Accelerate,MaxClimb,T_00U,,1100.9,250.0,60
747400RN,ICAO_B,1,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,1,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,2,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,2,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,2,3,Accelerate,MaxTakeoff,T_10U,,1269.7,186.1,55
747400RN,ICAO_B,2,4,Climb,MaxTakeoff,T_10U,2774,,,
747400RN,ICAO_B,2,5,Accelerate,MaxClimb,T_05U,,963.0,206.1,55
747400RN,ICAO_B,2,6,Accelerate,MaxClimb,T_01U,,999.0,246.0,55
747400RN,ICAO_B,2,7,Climb,MaxClimb,T_01U,4367,,,
747400RN,ICAO_B,2,8,Climb,MaxClimb,T_00U,5087,,,
747400RN,ICAO_B,2,9,Accelerate,MaxClimb,T_00U,,1058.7,250.0,60
747400RN,ICAO_B,2,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,2,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,3,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,3,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,3,3,Accelerate,MaxTakeoff,T_10U,,1207.2,189.0,55
747400RN,ICAO_B,3,4,Climb,MaxTakeoff,T_10U,2720,,,
747400RN,ICAO_B,3,5,Accelerate,MaxClimb,T_05U,,887.0,208.8,55
747400RN,ICAO_B,3,6,Accelerate,MaxClimb,T_01U,,958.1,248.8,55
747400RN,ICAO_B,3,7,Climb,MaxClimb,T_01U,4212,,,
747400RN,ICAO_B,3,8,Climb,MaxClimb,T_00U,4902,,,
747400RN,ICAO_B,3,9,Accelerate,MaxClimb,T_00U,,1014.6,250.0,60
747400RN,ICAO_B,3,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,3,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,4,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,4,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,4,3,Accelerate,MaxTakeoff,T_10U,,1157.8,193.7,55
747400RN,ICAO_B,4,4,Climb,MaxTakeoff,T_10U,2601,,,
747400RN,ICAO_B,4,5,Accelerate,MaxClimb,T_05U,,817.1,213.7,55
747400RN,ICAO_B,4,6,Accelerate,MaxClimb,T_05U,,900.3,253.6,55
747400RN,ICAO_B,4,7,Climb,MaxClimb,T_01U,3927,,,
747400RN,ICAO_B,4,8,Climb,MaxClimb,T_00U,4570,,,
747400RN,ICAO_B,4,9,Climb,MaxClimb,T_00U,5500,,,
747400RN,ICAO_B,4,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,4,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,5,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,5,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,5,3,Accelerate,MaxTakeoff,T_10U,,1077.5,199.6,55
747400RN,ICAO_B,5,4,Climb,MaxTakeoff,T_10U,2434,,,
747400RN,ICAO_B,5,5,Accelerate,MaxClimb,T_05U,,731.4,219.0,55
747400RN,ICAO_B,5,6,Accelerate,MaxClimb,T_05U,,808.3,248.5,55
747400RN,ICAO_B,5,7,Climb,MaxClimb,T_05U,3724,,,
747400RN,ICAO_B,5,8,Accelerate,MaxClimb,T_01U,,1070.6,259.6,60
747400RN,ICAO_B,5,9,Climb,MaxClimb,T_00U,5500,,,
747400RN,ICAO_B,5,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,5,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,6,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,6,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,6,3,Accelerate,MaxTakeoff,T_10U,,989.0,206.0,55
747400RN,ICAO_B,6,4,Climb,MaxTakeoff,T_10U,2399,,,
747400RN,ICAO_B,6,5,Accelerate,MaxClimb,T_05U,,664.3,226.0,55
747400RN,ICAO_B,6,6,Accelerate,MaxClimb,T_05U,,732.8,254.7,55
747400RN,ICAO_B,6,7,Climb,MaxClimb,T_05U,3471,,,
747400RN,ICAO_B,6,8,Accelerate,MaxClimb,T_01U,,847.5,266.1,60
747400RN,ICAO_B,6,9,Climb,MaxClimb,T_00U,5500,,,
747400RN,ICAO_B,6,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,6,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,7,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,7,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,7,3,Accelerate,MaxTakeoff,T_10U,,910.3,212.8,55
747400RN,ICAO_B,7,4,Climb,MaxTakeoff,T_10U,2284,,,
747400RN,ICAO_B,7,5,Accelerate,MaxTakeoff,T_05U,,594.5,232.2,55
747400RN,ICAO_B,7,6,Accelerate,MaxTakeoff,T_05U,,650.2,254.1,55
747400RN,ICAO_B,7,7,Climb,MaxClimb,T_05U,3498,,,
747400RN,ICAO_B,7,8,Accelerate,MaxClimb,T_01U,,751.0,264.5,55
747400RN,ICAO_B,7,9,Climb,MaxClimb,T_00U,5500,,,
747400RN,ICAO_B,7,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,7,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,8,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,8,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,8,3,Accelerate,MaxTakeoff,T_10U,,827.4,219.9,55
747400RN,ICAO_B,8,4,Climb,MaxTakeoff,T_10U,2216,,,
747400RN,ICAO_B,8,5,Accelerate,MaxClimb,T_05U,,526.3,239.6,55
747400RN,ICAO_B,8,6,Accelerate,MaxClimb,T_05U,,567.6,254.5,55
747400RN,ICAO_B,8,7,Climb,MaxClimb,T_05U,3445,,,
747400RN,ICAO_B,8,8,Accelerate,MaxClimb,T_01U,,661.9,268.4,55
747400RN,ICAO_B,8,9,Climb,MaxClimb,T_00U,5500,,,
747400RN,ICAO_B,8,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,8,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_B,M,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_B,M,2,Climb,MaxTakeoff,T_10U,1000,,,
747400RN,ICAO_B,M,3,Accelerate,MaxTakeoff,T_10U,,787.0,223.5,55
747400RN,ICAO_B,M,4,Climb,MaxTakeoff,T_10U,2228,,,
747400RN,ICAO_B,M,5,Accelerate,MaxClimb,T_05U,,492.4,243.1,55
747400RN,ICAO_B,M,6,Accelerate,MaxClimb,T_05U,,527.0,254.0,55
747400RN,ICAO_B,M,7,Climb,MaxClimb,T_05U,3442,,,
747400RN,ICAO_B,M,8,Accelerate,MaxClimb,T_01U,,619.1,271.1,55
747400RN,ICAO_B,M,9,Climb,MaxClimb,T_00U,5500,,,
747400RN,ICAO_B,M,10,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_B,M,11,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,1,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,1,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,1,3,Accelerate,MaxClimb,T_05U,,1061.5,173.3,55
747400RN,DEFAULT,1,4,Accelerate,MaxClimb,T_05U,,878.1,182.4,55
747400RN,DEFAULT,1,5,Accelerate,MaxClimb,T_01U,,948.4,203.2,55
747400RN,DEFAULT,1,6,Accelerate,MaxClimb,T_01U,,1052.0,242.0,55
747400RN,DEFAULT,1,7,Climb,MaxClimb,T_01U,4216,,,
747400RN,DEFAULT,1,8,Climb,MaxClimb,T_00U,5500,,,
747400RN,DEFAULT,1,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,1,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,2,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,2,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,2,3,Accelerate,MaxClimb,T_10U,,837.2,184.6,55
747400RN,DEFAULT,2,4,Accelerate,MaxClimb,T_05U,,910.8,206.0,55
747400RN,DEFAULT,2,5,Accelerate,MaxClimb,T_05U,,982.3,226.3,55
747400RN,DEFAULT,2,6,Accelerate,MaxClimb,T_05U,,1048.5,245.8,55
747400RN,DEFAULT,2,7,Climb,MaxClimb,T_01U,3383,,,
747400RN,DEFAULT,2,8,Climb,MaxClimb,T_00U,4201,,,
747400RN,DEFAULT,2,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,2,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,3,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,3,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,3,3,Accelerate,MaxClimb,T_10U,,816.6,195.7,55
747400RN,DEFAULT,3,4,Accelerate,MaxClimb,T_05U,,887.9,207.9,55
747400RN,DEFAULT,3,5,Accelerate,MaxClimb,T_05U,,941.8,227.2,55
747400RN,DEFAULT,3,6,Accelerate,MaxClimb,T_01U,,1011.0,248.9,55
747400RN,DEFAULT,3,7,Climb,MaxClimb,T_01U,3350,,,
747400RN,DEFAULT,3,8,Climb,MaxClimb,T_00U,4068,,,
747400RN,DEFAULT,3,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,3,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,4,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,4,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,4,3,Accelerate,MaxClimb,T_10U,,750.5,199.4,55
747400RN,DEFAULT,4,4,Accelerate,MaxClimb,T_05U,,821.9,213.3,55
747400RN,DEFAULT,4,5,Accelerate,MaxClimb,T_05U,,868.0,230.7,55
747400RN,DEFAULT,4,6,Accelerate,MaxClimb,T_01U,,936.9,253.7,55
747400RN,DEFAULT,4,7,Climb,MaxClimb,T_01U,3220,,,
747400RN,DEFAULT,4,8,Climb,MaxClimb,T_00U,3867,,,
747400RN,DEFAULT,4,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,4,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,5,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,5,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,5,3,Accelerate,MaxClimb,T_10U,,682.0,205.0,55
747400RN,DEFAULT,5,4,Accelerate,MaxClimb,T_05U,,746.7,218.5,55
747400RN,DEFAULT,5,5,Accelerate,MaxClimb,T_05U,,786.7,234.0,55
747400RN,DEFAULT,5,6,Accelerate,MaxClimb,T_01U,,848.0,253.9,55
747400RN,DEFAULT,5,7,Accelerate,MaxClimb,T_01U,,1410.5,259.6,55
747400RN,DEFAULT,5,8,Climb,MaxClimb,T_00U,3652,,,
747400RN,DEFAULT,5,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,5,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,6,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,6,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,6,3,Accelerate,MaxClimb,T_10U,,613.3,210.1,55
747400RN,DEFAULT,6,4,Accelerate,MaxClimb,T_05U,,671.6,225.2,55
747400RN,DEFAULT,6,5,Accelerate,MaxClimb,T_05U,,708.0,238.8,55
747400RN,DEFAULT,6,6,Accelerate,MaxClimb,T_01U,,760.6,254.3,55
747400RN,DEFAULT,6,7,Accelerate,MaxClimb,T_01U,,1207.0,265.5,55
747400RN,DEFAULT,6,8,Climb,MaxClimb,T_00U,3425,,,
747400RN,DEFAULT,6,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,6,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,7,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,7,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,7,3,Accelerate,MaxClimb,T_10U,,548.8,217.1,55
747400RN,DEFAULT,7,4,Accelerate,MaxClimb,T_05U,,600.3,231.9,55
747400RN,DEFAULT,7,5,Accelerate,MaxClimb,T_05U,,653.7,255.0,55
747400RN,DEFAULT,7,6,Climb,MaxClimb,T_01U,3129,,,
747400RN,DEFAULT,7,7,Accelerate,MaxClimb,T_01U,,822.8,265.3,55
747400RN,DEFAULT,7,8,Accelerate,MaxClimb,T_00U,,808.2,272.8,55
747400RN,DEFAULT,7,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,7,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,8,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,8,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,8,3,Accelerate,MaxClimb,T_10U,,482.9,222.9,55
747400RN,DEFAULT,8,4,Accelerate,MaxClimb,T_05U,,530.3,239.5,55
747400RN,DEFAULT,8,5,Accelerate,MaxClimb,T_05U,,570.1,255.0,55
747400RN,DEFAULT,8,6,Climb,MaxClimb,T_01U,3135,,,
747400RN,DEFAULT,8,7,Accelerate,MaxClimb,T_01U,,699.2,268.5,55
747400RN,DEFAULT,8,8,Accelerate,MaxClimb,T_00U,,723.2,279.9,55
747400RN,DEFAULT,8,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,8,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,DEFAULT,M,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,DEFAULT,M,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,DEFAULT,M,3,Accelerate,MaxClimb,T_10U,,449.8,226.4,55
747400RN,DEFAULT,M,4,Accelerate,MaxClimb,T_05U,,496.6,243.1,55
747400RN,DEFAULT,M,5,Accelerate,MaxClimb,T_05U,,529.4,255.0,55
747400RN,DEFAULT,M,6,Climb,MaxClimb,T_01U,3171,,,
747400RN,DEFAULT,M,7,Accelerate,MaxClimb,T_01U,,647.3,271.4,55
747400RN,DEFAULT,M,8,Accelerate,MaxClimb,T_00U,,683.0,283.5,55
747400RN,DEFAULT,M,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,DEFAULT,M,10,Climb,MaxClimb,T_00U,10000,,,
7673ER,ICAO_A,1,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,1,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,1,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,1,4,Accelerate,MaxClimb,T_01,,1603.0,198.0,55
7673ER,ICAO_A,1,5,Accelerate,MaxClimb,T_00,,1820.0,218.0,55
7673ER,ICAO_A,1,6,Accelerate,MaxClimb,T_00,,1834.0,250.0,60
7673ER,ICAO_A,1,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,1,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,1,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,2,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,2,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,2,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,2,4,Accelerate,MaxClimb,T_01,,1556.0,200.0,55
7673ER,ICAO_A,2,5,Accelerate,MaxClimb,T_00,,1757.0,220.0,55
7673ER,ICAO_A,2,6,Accelerate,MaxClimb,T_00,,1777.0,250.0,60
7673ER,ICAO_A,2,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,2,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,2,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,3,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,3,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,3,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,3,4,Accelerate,MaxClimb,T_01,,1495.0,203.0,55
7673ER,ICAO_A,3,5,Accelerate,MaxClimb,T_00,,1689.0,223.0,55
7673ER,ICAO_A,3,6,Accelerate,MaxClimb,T_00,,1704.0,250.0,60
7673ER,ICAO_A,3,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,3,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,3,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,4,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,4,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,4,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,4,4,Accelerate,MaxClimb,T_01,,1400.0,207.0,55
7673ER,ICAO_A,4,5,Accelerate,MaxClimb,T_00,,1580.0,227.0,55
7673ER,ICAO_A,4,6,Accelerate,MaxClimb,T_00,,1588.0,250.0,60
7673ER,ICAO_A,4,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,4,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,4,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,5,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,5,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,5,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,5,4,Accelerate,MaxClimb,T_01,,1291.0,217.0,55
7673ER,ICAO_A,5,5,Accelerate,MaxClimb,T_00,,1507.0,237.0,55
7673ER,ICAO_A,5,6,Accelerate,MaxClimb,T_00,,1466.0,250.0,60
7673ER,ICAO_A,5,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,5,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,5,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,6,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,6,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,6,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,6,4,Accelerate,MaxClimb,T_01,,1192.0,226.0,55
7673ER,ICAO_A,6,5,Accelerate,MaxClimb,T_00,,1433.0,246.0,55
7673ER,ICAO_A,6,6,Accelerate,MaxClimb,T_00,,1332.0,250.0,60
7673ER,ICAO_A,6,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,6,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,6,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,7,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,7,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,7,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,7,4,Accelerate,MaxClimb,T_01,,1092.0,235.0,55
7673ER,ICAO_A,7,5,Accelerate,MaxClimb,T_00,,1322.0,255.0,55
7673ER,ICAO_A,7,6,Climb,MaxClimb,T_00,5031,,,
7673ER,ICAO_A,7,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,7,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,7,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_A,M,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_A,M,2,Climb,MaxTakeoff,T_05U,1500,,,
7673ER,ICAO_A,M,3,Climb,MaxClimb,T_05U,3000,,,
7673ER,ICAO_A,M,4,Accelerate,MaxClimb,T_01,,1085.0,236.0,55
7673ER,ICAO_A,M,5,Accelerate,MaxClimb,T_00,,1315.0,256.0,55
7673ER,ICAO_A,M,6,Climb,MaxClimb,T_00,5054,,,
7673ER,ICAO_A,M,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_A,M,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_A,M,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,1,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,1,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,1,3,Accelerate,MaxTakeoff,T_01,,2108.0,198.0,55
7673ER,ICAO_B,1,4,Accelerate,MaxTakeoff,T_01,,2388.0,218.0,55
7673ER,ICAO_B,1,5,Climb,MaxClimb,T_00,3509,,,
7673ER,ICAO_B,1,6,Accelerate,MaxClimb,T_00,,1918.0,250.0,60
7673ER,ICAO_B,1,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,1,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,1,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,2,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,2,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,2,3,Accelerate,MaxTakeoff,T_01,,2053.0,200.0,55
7673ER,ICAO_B,2,4,Accelerate,MaxTakeoff,T_01,,2312.0,220.0,55
7673ER,ICAO_B,2,5,Climb,MaxClimb,T_00,3366,,,
7673ER,ICAO_B,2,6,Accelerate,MaxClimb,T_00,,1845.0,250.0,60
7673ER,ICAO_B,2,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,2,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,2,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,3,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,3,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,3,3,Accelerate,MaxTakeoff,T_01,,1982.0,203.0,55
7673ER,ICAO_B,3,4,Accelerate,MaxTakeoff,T_01,,2239.0,223.0,55
7673ER,ICAO_B,3,5,Climb,MaxClimb,T_00,3254,,,
7673ER,ICAO_B,3,6,Accelerate,MaxClimb,T_00,,1792.0,250.0,60
7673ER,ICAO_B,3,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,3,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,3,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,4,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,4,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,4,3,Accelerate,MaxTakeoff,T_01,,1861.0,207.0,55
7673ER,ICAO_B,4,4,Accelerate,MaxTakeoff,T_01,,2106.0,227.0,55
7673ER,ICAO_B,4,5,Climb,MaxClimb,T_00,3065,,,
7673ER,ICAO_B,4,6,Accelerate,MaxClimb,T_00,,1681.0,250.0,60
7673ER,ICAO_B,4,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,4,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,4,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,5,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,5,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,5,3,Accelerate,MaxTakeoff,T_01,,1738.0,217.0,55
7673ER,ICAO_B,5,4,Accelerate,MaxTakeoff,T_01,,1998.0,237.0,55
7673ER,ICAO_B,5,5,Climb,MaxClimb,T_00,3000,,,
7673ER,ICAO_B,5,6,Accelerate,MaxClimb,T_00,,1475.0,250.0,60
7673ER,ICAO_B,5,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,5,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,5,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,6,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,6,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,6,3,Accelerate,MaxTakeoff,T_01,,1617.0,226.0,55
7673ER,ICAO_B,6,4,Accelerate,MaxTakeoff,T_01,,1890.0,246.0,55
7673ER,ICAO_B,6,5,Climb,MaxClimb,T_00,3125,,,
7673ER,ICAO_B,6,6,Accelerate,MaxClimb,T_00,,1472.0,250.0,60
7673ER,ICAO_B,6,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,6,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,6,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,7,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,7,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,7,3,Accelerate,MaxTakeoff,T_01,,1508.0,235.0,55
7673ER,ICAO_B,7,4,Accelerate,MaxTakeoff,T_01,,1757.0,255.0,55
7673ER,ICAO_B,7,5,Climb,MaxClimb,T_00,3500,,,
7673ER,ICAO_B,7,6,Climb,MaxClimb,T_00,4000,,,
7673ER,ICAO_B,7,7,Climb,MaxClimb,T_00,5500,,,
7673ER,ICAO_B,7,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,7,9,Climb,MaxClimb,T_00,10000,,,
7673ER,ICAO_B,M,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,ICAO_B,M,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,ICAO_B,M,3,Accelerate,MaxTakeoff,T_01,,1500.0,236.0,55
7673ER,ICAO_B,M,4,Accelerate,MaxTakeoff,T_01,,1754.0,256.0,55
7673ER,ICAO_B,M,5,Climb,MaxClimb,T_00,3750,,,
7673ER,ICAO_B,M,6,Climb,MaxClimb,T_00,4500,,,
7673ER,ICAO_B,M,7,Climb,MaxClimb,T_00,5500,,,
