ACFT_ID,Profile_ID,Stage Length,Step Number,Step Type,Thrust Rating,Flap_ID,End Point Altitude (ft),Rate Of Climb (ft/min),End Point CAS (kt),Accel Percentage (%)
747400RN,ICAO_A,4,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_A,4,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,ICAO_A,4,3,Climb,MaxClimb,T_10U,3000,,,
747400RN,ICAO_A,4,4,Accelerate,MaxClimb,T_05U,,733.7,200.9,55
747400RN,ICAO_A,4,5,Accelerate,MaxClimb,T_01U,,876.5,254.0,55
747400RN,ICAO_A,4,6,Climb,MaxClimb,T_01U,4372,,,
747400RN,ICAO_A,4,7,Climb,MaxClimb,T_00U,5315,,,
747400RN,ICAO_A,4,8,Accelerate,MaxClimb,T_00U,,940.6,253.7,60
747400RN,ICAO_A,4,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_A,4,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_A,5,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_A,5,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,ICAO_A,5,3,Climb,MaxClimb,T_10U,3000,,,
747400RN,ICAO_A,5,4,Accelerate,MaxClimb,T_05U,,668.5,206.0,55
747400RN,ICAO_A,5,5,Accelerate,MaxClimb,T_01U,,762.9,244.7,55
747400RN,ICAO_A,5,6,Accelerate,MaxClimb,T_01U,,861.0,255.0,55
747400RN,ICAO_A,5,7,Climb,MaxClimb,T_01U,4630,,,
747400RN,ICAO_A,5,8,Accelerate,MaxClimb,T_01U,,908.1,259.6,60
747400RN,ICAO_A,5,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_A,5,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_A,6,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_A,6,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,ICAO_A,6,3,Climb,MaxClimb,T_10U,3000,,,
747400RN,ICAO_A,6,4,Accelerate,MaxClimb,T_05U,,600.1,210.9,55
747400RN,ICAO_A,6,5,Accelerate,MaxClimb,T_01U,,677.7,239.4,55
747400RN,ICAO_A,6,6,Accelerate,MaxClimb,T_01U,,739.6,255.0,55
747400RN,ICAO_A,6,7,Climb,MaxClimb,T_01U,4584,,,
747400RN,ICAO_A,6,8,Accelerate,MaxClimb,T_01U,,842.9,266.1,60
747400RN,ICAO_A,6,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_A,6,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_A,7,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_A,7,2,Climb,MaxTakeoff,T_10U,1500,,,
747400RN,ICAO_A,7,3,Climb,MaxClimb,T_10U,3000,,,
747400RN,ICAO_A,7,4,Accelerate,MaxClimb,T_05U,,533.3,216.8,55
747400RN,ICAO_A,7,5,Accelerate,MaxClimb,T_01U,,589.6,232.4,55
747400RN,ICAO_A,7,6,Accelerate,MaxClimb,T_01U,,642.9,254.7,55
747400RN,ICAO_A,7,7,Climb,MaxClimb,T_01U,4590,,,
747400RN,ICAO_A,7,8,Accelerate,MaxClimb,T_01U,,800.1,272.8,60
747400RN,ICAO_A,7,9,Climb,MaxClimb,T_00U,7500,,,
747400RN,ICAO_A,7,10,Climb,MaxClimb,T_00U,10000,,,
747400RN,ICAO_A,8,1,Takeoff,MaxTakeoff,T_10D,,,,
747400RN,ICAO_A,8,2,Climb,MaxTakeoff,T_10U,1500,,,
